GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
6.414,4.037,19.81,33.3,27.96,9.42,23.71,40.74,274.77,37.44,11.0,20.0,50.48,219.45,24.79,8.92,21.28,27.09,80.18,14.22,10.1,28.21,67.53,273.63,26.1,9.86,23.3,46.46,848.03,Yes
4.932,4.649,22.23,49.6,13.24,7.32,28.67,23.81,319.2,29.81,8.88,26.85,61.23,130.43,37.12,9.39,20.34,63.93,299.03,36.34,11.1,32.35,55.42,313.88,29.13,9.17,27.05,51.1,1062.54,Yes
3.176,3.348,42.51,358.6,58.63,2.21,3.09,81.62,586.05,72.13,3.56,20.09,79.53,428.78,62.63,1.2,30.37,94.6,645.15,82.19,1.85,30.55,88.15,392.59,68.9,2.2,21.02,85.98,2052.57,No
4.222,5.219,15.78,40.8,26.28,6.4,21.98,25.55,303.09,47.91,6.43,34.1,46.13,112.34,13.07,9.0,30.89,55.35,18.83,12.92,8.42,20.91,31.62,105.38,25.04,7.56,26.97,39.66,539.64,Yes
4.427,4.567,20.76,42.3,30.6,7.02,28.26,62.63,96.73,29.66,11.85,21.66,49.75,33.82,34.24,6.54,34.18,55.78,295.56,38.16,9.54,24.0,62.92,358.81,33.16,8.74,27.02,57.77,784.92,Yes
2.466,3.673,26.36,158.3,66.13,2.07,37.39,70.34,615.42,56.57,4.94,33.93,85.0,454.76,81.72,0.94,4.5,88.8,746.71,94.55,3.56,21.93,99.95,580.27,74.74,2.88,24.44,86.02,2397.16,No
5.132,6.364,21.77,30.2,17.53,7.82,16.86,27.19,39.25,26.92,10.77,17.83,26.52,241.29,17.89,6.59,18.34,66.19,308.05,24.16,9.93,25.75,53.86,256.0,21.62,8.78,19.7,43.44,844.59,Yes
5.502,5.752,17.85,63.1,28.23,8.89,30.16,34.1,119.26,46.99,6.34,24.71,65.64,228.89,31.86,7.5,21.87,62.6,209.71,30.59,6.6,15.32,68.18,141.37,34.42,7.33,23.02,57.63,699.23,Yes
3.84,2.379,59.52,221.9,55.45,1.15,16.31,89.49,568.81,68.81,3.37,36.94,95.17,647.34,97.62,3.54,-4.62,78.73,498.08,77.37,5.43,36.91,76.97,569.77,74.81,3.37,21.38,85.09,2284.0,No
1.831,1.836,25.82,146.7,95.99,3.98,10.6,93.8,558.14,57.11,5.31,11.93,90.97,483.97,75.0,4.9,2.84,99.32,401.33,76.7,5.5,42.28,76.96,428.99,76.2,4.92,16.91,90.26,1872.43,No
6.317,4.835,18.28,40.1,38.24,9.39,33.51,21.27,265.57,23.21,7.08,25.21,45.25,51.38,18.08,8.45,23.18,35.88,55.7,10.17,11.82,33.87,44.18,373.14,22.42,9.18,28.94,36.65,745.79,Yes
2.88,1.72,28.33,440.6,64.47,4.07,20.45,76.67,569.18,53.45,2.08,21.14,76.85,622.57,52.59,2.91,30.75,82.9,702.97,81.61,5.75,9.21,98.16,602.56,63.03,3.7,20.39,83.64,2497.28,No
2.772,3.9,31.98,238.2,89.07,4.7,31.61,95.79,638.45,81.8,2.75,18.35,82.18,607.58,70.33,0.88,0.33,97.73,384.28,55.27,2.67,8.15,82.18,419.04,74.12,2.75,14.61,89.47,2049.35,No
3.406,2.973,37.8,197.3,95.15,5.82,12.88,73.37,458.45,83.53,1.04,34.01,97.69,736.37,50.47,5.75,32.01,72.52,530.72,85.0,5.74,3.21,73.83,552.13,78.54,4.59,20.53,79.35,2277.67,No
4.724,5.656,21.13,53.1,37.32,9.82,32.63,49.3,291.98,19.95,10.07,33.04,39.29,292.16,38.99,6.36,26.63,26.51,362.74,42.46,6.66,17.44,49.72,129.33,34.68,8.23,27.44,41.2,1076.21,Yes
6.091,6.436,24.76,6.5,42.87,9.88,27.95,26.42,243.82,49.3,11.47,23.78,22.0,135.86,43.06,10.21,24.19,22.76,160.09,28.76,11.57,27.82,35.58,196.99,41.0,10.78,25.94,26.69,736.76,Yes
6.166,4.055,21.8,54.8,16.78,10.9,22.38,34.69,310.55,35.54,11.39,27.6,57.04,313.67,12.19,10.66,27.27,23.48,190.72,13.3,10.42,25.93,67.68,68.68,19.45,10.84,25.8,45.72,883.62,Yes
2.74,2.49,32.42,251.3,99.17,4.34,9.98,88.16,467.5,80.54,5.38,22.84,92.0,545.0,76.21,4.17,35.62,89.78,741.56,90.99,4.66,37.26,78.44,537.02,86.73,4.64,26.42,87.1,2291.08,No
5.979,6.389,19.14,95.2,42.95,8.89,28.48,41.75,209.52,12.32,10.18,16.06,60.85,309.36,19.48,7.94,24.63,49.83,107.76,33.7,7.79,16.11,20.13,37.93,27.11,8.7,21.32,43.14,664.57,Yes
2.473,2.04,57.01,254.4,88.51,5.94,23.87,84.4,637.45,59.7,2.93,10.62,74.93,603.8,78.79,4.57,38.65,76.61,667.39,68.37,3.77,37.51,77.69,600.36,73.84,4.3,27.66,78.41,2509.0,No
4.217,6.156,18.91,52.4,46.59,11.84,20.24,30.64,30.19,32.47,6.08,23.24,23.67,151.96,11.6,11.01,19.19,36.42,326.27,39.85,7.31,16.44,55.78,146.51,32.63,9.06,19.78,36.63,654.93,Yes
3.111,1.844,32.82,460.3,84.96,1.14,23.51,98.04,504.44,59.29,5.65,18.06,82.52,475.34,94.58,5.07,15.15,70.92,542.49,59.04,0.86,14.65,72.97,734.05,74.47,3.18,17.84,81.11,2256.32,No
3.572,2.526,48.03,249.0,84.78,1.53,-3.9,98.43,381.14,91.2,1.01,14.61,94.67,452.22,93.29,2.99,13.31,89.87,503.02,67.36,4.4,10.49,76.02,677.87,84.16,2.48,8.63,89.75,2014.25,No
1.691,1.753,38.41,235.4,55.68,5.29,25.77,93.89,514.33,70.51,1.91,16.92,88.31,559.87,91.9,5.4,18.48,77.19,729.45,86.75,3.84,32.27,72.28,400.36,76.21,4.11,23.36,82.92,2204.01,No
6.425,4.235,21.73,44.4,44.73,7.06,28.85,61.91,354.23,37.33,8.98,27.36,63.45,213.98,11.22,11.59,28.79,53.83,80.88,36.36,8.36,28.02,25.33,246.69,32.41,9.0,28.26,51.13,895.78,Yes
1.674,3.047,26.25,310.5,62.85,1.84,18.35,97.81,641.5,96.84,3.96,-4.64,77.97,714.66,82.17,5.89,2.8,78.9,510.89,66.33,1.51,17.17,89.27,491.72,77.05,3.3,8.42,85.99,2358.77,No
4.731,6.277,22.54,80.5,10.72,11.78,29.53,35.24,311.02,21.26,11.24,17.25,55.18,202.76,13.86,7.45,15.25,43.44,112.97,33.93,7.78,21.0,57.16,18.05,19.94,9.56,20.76,47.76,644.8,Yes
5.314,4.828,24.8,32.0,39.77,9.19,27.17,39.67,361.81,32.87,11.63,15.15,48.63,268.95,39.8,11.43,15.09,20.02,177.1,11.17,11.85,19.44,43.63,22.93,30.9,11.02,19.21,37.99,830.79,Yes
5.931,4.189,23.28,42.8,33.84,6.54,21.75,24.49,360.58,42.29,8.76,19.47,66.67,129.22,16.44,9.38,33.88,20.19,89.3,47.54,7.03,17.26,48.51,323.19,35.03,7.93,23.09,39.96,902.29,Yes
2.794,2.681,32.47,402.2,57.04,2.95,16.07,89.75,719.11,97.33,1.01,8.09,94.35,569.35,72.65,4.26,25.1,99.12,593.99,73.3,3.26,35.43,88.38,617.64,75.08,2.87,21.17,92.9,2500.09,No
6.396,4.244,15.15,16.1,49.84,7.08,25.05,62.42,7.65,34.18,7.66,32.25,34.17,257.53,36.97,7.33,15.7,40.46,108.45,42.36,10.8,24.14,50.33,226.6,40.84,8.22,24.28,46.84,600.23,Yes
2.728,3.175,32.74,254.4,81.24,0.17,16.85,87.97,737.77,93.85,1.68,20.36,71.69,465.28,88.74,0.74,7.88,98.32,683.95,89.09,5.19,32.48,73.62,568.71,88.23,1.94,19.39,82.9,2455.71,No
3.008,3.562,28.3,384.3,66.16,0.74,22.28,76.79,683.01,52.14,0.59,21.05,87.67,648.71,62.96,5.05,42.66,84.97,660.2,76.24,0.42,11.31,72.62,745.83,64.38,1.7,24.32,80.51,2737.75,No
5.489,5.523,17.18,65.1,40.62,8.15,31.03,37.44,284.3,11.35,9.31,34.39,69.06,105.66,27.66,6.38,32.47,48.43,144.41,14.51,11.68,25.6,34.15,131.33,23.54,8.88,30.87,47.27,665.7,Yes
2.117,1.931,36.74,371.5,74.97,5.6,5.64,80.93,498.69,61.8,5.96,14.36,98.22,521.43,60.2,0.72,37.78,70.96,736.65,70.91,1.48,25.87,73.99,402.05,66.97,3.44,20.91,81.03,2158.82,No
4.745,4.263,22.82,64.4,11.93,8.16,34.14,45.02,162.27,28.31,7.25,22.37,38.49,19.63,40.7,8.5,31.44,62.52,79.5,36.29,8.83,32.6,30.79,254.18,29.31,8.18,30.14,44.2,515.58,Yes
4.624,5.224,17.21,98.8,47.76,6.24,29.11,66.26,67.72,32.72,11.49,15.68,54.87,111.51,46.98,11.83,33.89,43.71,323.27,43.78,7.91,31.58,21.85,223.6,42.81,9.37,27.56,46.67,726.1,Yes
5.682,5.992,17.5,62.5,32.87,11.0,33.12,20.61,252.76,12.07,9.29,20.75,35.34,132.36,34.85,8.0,29.65,40.23,25.63,41.35,7.71,23.66,54.27,124.67,30.28,9.0,26.8,37.61,535.42,Yes
4.368,4.745,15.9,91.1,10.24,8.9,17.46,35.38,347.27,16.47,11.79,19.12,57.08,205.0,45.38,9.32,25.69,29.77,62.34,46.66,7.97,22.44,57.99,127.06,29.69,9.49,21.18,45.06,741.67,Yes
6.302,5.542,22.97,48.2,14.69,6.75,28.71,41.52,75.2,29.66,6.39,26.64,33.45,299.08,22.41,8.73,15.23,23.62,147.19,29.2,9.6,20.83,54.75,322.55,23.99,7.87,22.85,38.34,844.02,Yes
4.682,4.424,19.84,70.2,19.09,6.02,21.86,68.44,260.61,26.05,7.16,22.12,28.49,39.86,46.27,11.99,18.28,22.73,123.65,28.47,7.23,21.03,30.04,290.35,29.97,8.1,20.82,37.42,714.47,Yes
5.662,5.989,24.27,23.5,25.97,6.91,34.85,66.35,202.48,43.68,9.13,27.47,24.46,283.23,15.11,10.96,30.64,55.44,13.56,22.13,7.58,22.2,24.38,351.36,26.72,8.64,28.79,42.66,850.63,Yes
1.908,1.805,54.38,235.7,71.61,5.69,16.21,70.1,726.74,50.71,3.97,11.14,84.11,580.23,70.42,4.65,41.54,72.59,675.09,56.43,0.48,42.79,84.68,432.23,62.29,3.7,27.92,77.87,2414.29,No
3.764,3.91,35.5,311.9,81.59,0.98,-2.33,96.03,575.82,78.54,3.33,32.75,74.37,605.27,73.47,5.38,20.98,98.29,507.47,98.34,5.25,24.21,80.61,515.97,82.98,3.74,18.9,87.32,2204.53,No
5.614,4.114,24.46,84.2,21.86,6.46,18.4,26.35,46.23,30.74,7.48,22.16,69.48,256.62,47.96,6.86,22.64,47.74,28.78,10.17,10.02,27.84,40.54,183.62,27.68,7.7,22.76,46.03,515.25,Yes
6.254,4.509,15.67,87.7,25.58,9.25,34.36,23.33,243.12,12.96,8.25,31.08,41.67,373.94,32.36,7.93,19.4,37.53,139.7,12.75,8.22,24.28,56.14,246.27,20.91,8.41,27.28,39.67,1003.03,Yes
5.176,5.075,20.73,9.1,47.2,9.75,18.68,48.13,49.97,10.7,9.78,27.97,49.18,68.81,34.14,6.34,27.18,47.7,245.72,45.82,11.1,34.61,68.81,289.62,34.47,9.24,27.11,53.46,654.12,Yes
5.149,4.718,18.54,2.9,49.26,9.75,25.01,39.19,202.27,25.2,8.16,24.28,33.8,67.52,32.26,11.06,18.06,21.64,92.55,49.19,10.97,26.92,66.46,166.98,38.98,9.98,23.57,40.27,529.32,Yes
5.911,5.024,21.55,26.0,16.38,6.96,16.41,29.28,249.08,45.27,10.88,28.7,25.52,108.45,22.39,7.5,25.3,46.78,133.83,24.15,10.97,30.79,35.39,342.67,27.05,9.08,25.3,34.24,834.03,Yes
5.739,4.008,21.2,35.5,41.77,6.56,26.76,44.05,240.87,12.59,9.48,26.23,48.03,226.31,37.06,10.83,20.4,61.25,186.85,13.08,6.35,21.68,59.24,265.38,26.12,8.3,23.77,53.14,919.41,Yes
3.45,2.194,25.02,123.3,77.65,1.71,4.65,71.49,703.46,80.01,0.64,33.32,92.67,483.53,59.42,4.88,11.48,95.42,391.37,74.96,1.08,28.6,99.92,529.69,73.01,2.08,19.51,89.88,2108.05,No
2.915,2.963,32.35,351.6,88.53,5.31,31.84,87.29,627.47,74.26,1.36,39.11,85.98,597.87,99.51,5.91,24.32,71.02,523.56,96.86,1.73,44.96,72.53,588.04,89.79,3.58,35.06,79.21,2336.94,No
4.86,6.27,24.45,0.6,28.57,6.15,33.17,45.92,28.1,14.41,8.3,33.8,54.65,325.36,24.66,6.26,34.49,20.86,355.37,24.75,6.06,28.78,69.03,362.11,23.1,6.69,32.56,47.61,1070.94,Yes
1.719,2.987,45.24,270.1,91.49,5.66,18.27,83.68,563.27,86.16,4.01,6.14,71.92,730.97,63.05,3.83,36.42,79.01,613.29,55.4,5.82,-2.09,83.15,576.31,74.02,4.83,14.68,79.44,2483.84,No
4.85,4.162,20.05,60.2,10.23,6.57,19.15,37.4,202.89,21.75,7.66,32.39,27.25,185.8,48.11,9.75,29.34,41.56,7.47,35.85,9.79,17.21,43.11,343.25,28.98,8.44,24.52,37.33,739.41,Yes
5.435,4.982,15.29,58.3,10.45,10.72,21.13,22.01,220.63,25.91,11.84,25.88,33.76,266.04,20.86,11.43,22.49,47.49,18.96,27.04,10.99,31.11,31.22,84.78,21.06,11.24,25.15,33.62,590.41,Yes
5.975,5.541,15.45,62.3,22.36,8.21,30.39,60.55,150.13,47.89,8.44,30.44,44.19,336.57,46.31,6.52,33.73,61.28,296.74,18.04,10.83,32.0,34.46,357.1,33.65,8.5,31.64,50.12,1140.54,Yes
4.241,5.473,21.26,53.8,36.49,6.7,26.1,34.36,352.57,40.48,11.84,15.75,34.26,73.28,10.45,7.45,28.58,31.55,190.88,45.51,10.16,22.89,38.62,170.9,33.23,9.04,23.33,34.7,787.63,Yes
2.781,2.443,34.15,353.8,68.21,2.41,-3.85,87.67,420.78,60.69,4.3,10.66,74.9,591.53,60.75,1.63,26.07,92.2,652.37,74.11,2.73,34.38,75.79,432.08,65.94,2.77,16.82,82.64,2096.76,No
5.226,5.704,15.86,17.9,26.18,8.97,34.31,68.53,319.2,22.62,11.78,28.79,39.65,263.13,10.66,6.88,31.59,52.28,136.57,30.03,11.43,27.63,39.91,45.12,22.37,9.76,30.58,50.09,764.02,Yes
2.483,2.72,37.23,474.8,78.13,5.06,33.04,89.83,561.33,50.11,3.68,12.8,73.53,541.73,86.78,5.77,13.71,86.28,694.22,66.7,0.85,9.09,96.97,434.77,70.43,3.84,17.16,86.65,2232.05,No
5.591,4.128,17.58,6.0,34.15,10.12,17.29,39.19,171.09,24.76,6.73,23.38,57.56,26.63,13.21,8.13,33.83,53.43,254.5,24.48,9.56,15.2,51.8,342.48,24.15,8.64,22.42,50.5,794.7,Yes
2.98,1.876,30.55,234.6,97.46,5.77,37.09,90.87,645.25,73.48,3.18,26.72,91.94,411.32,61.24,5.78,11.76,78.05,533.22,64.55,0.55,5.4,89.2,458.69,74.18,3.82,20.24,87.52,2048.48,No
5.756,5.935,17.82,28.8,46.24,8.16,16.26,50.03,46.81,41.86,9.85,32.49,59.24,42.04,25.24,10.65,23.35,68.62,275.9,10.62,11.28,17.02,27.03,275.43,30.99,9.98,22.28,51.23,640.18,Yes
2.372,2.324,51.22,129.9,93.02,4.9,33.3,79.28,683.58,59.14,0.75,-2.75,98.18,490.5,95.88,1.64,40.38,97.12,721.38,74.81,5.2,42.54,79.74,532.08,80.71,3.12,28.37,88.58,2427.54,No
4.144,4.856,17.7,96.6,32.31,8.08,26.61,26.96,166.52,35.05,8.93,23.04,69.69,330.12,34.94,9.42,27.41,30.07,148.18,11.58,8.85,25.86,31.39,361.51,28.47,8.82,25.73,39.53,1006.33,Yes
5.744,4.206,19.18,55.9,17.5,8.69,27.02,36.37,292.85,43.62,7.94,31.77,25.18,314.15,16.11,6.5,27.84,43.6,340.46,24.53,7.72,25.01,42.8,129.16,25.44,7.71,27.91,36.99,1076.62,Yes
5.72,5.094,17.55,84.1,11.54,11.41,24.23,51.86,247.26,45.8,9.82,27.28,23.33,194.4,16.01,10.42,25.24,54.01,15.63,13.39,10.3,16.44,23.56,4.54,21.68,10.49,23.3,38.19,461.83,Yes
2.956,1.559,55.42,240.2,70.83,1.55,38.83,89.28,543.72,79.27,2.28,18.28,80.73,529.0,65.75,0.47,-3.13,75.22,469.36,94.52,3.67,42.91,80.19,525.65,77.59,1.99,24.22,81.35,2067.73,No
2.174,2.872,37.61,316.1,70.3,5.02,-1.34,87.17,590.86,69.19,2.53,35.01,78.42,701.78,94.82,3.9,33.64,88.39,571.97,98.33,1.7,2.71,78.62,605.48,83.16,3.29,17.5,83.15,2470.09,No
5.703,6.465,24.43,71.2,30.87,6.97,22.68,49.26,271.95,35.42,10.28,23.58,56.38,53.9,16.5,6.98,32.82,23.8,300.57,19.34,8.81,33.32,49.3,78.79,25.53,8.26,28.1,44.68,705.21,Yes
2.235,2.433,37.21,403.6,67.91,5.74,44.75,79.5,565.8,77.89,3.48,13.71,74.98,395.46,55.32,5.41,9.02,72.3,608.82,53.77,0.42,26.08,87.74,390.55,63.72,3.76,23.39,78.63,1960.63,No
2.334,2.6,52.72,366.0,94.65,2.4,13.66,70.95,548.52,86.2,1.81,18.14,76.58,664.8,53.03,4.23,13.95,71.25,695.05,74.39,3.6,31.6,89.65,649.07,77.07,3.01,19.34,77.11,2557.44,No
1.768,3.674,52.62,116.1,51.09,3.21,44.86,96.36,491.26,69.32,2.33,31.71,80.23,430.42,87.36,2.75,-1.16,93.7,594.49,74.47,4.04,20.27,89.45,700.31,70.56,3.08,23.92,89.94,2216.48,No
6.072,4.329,24.22,45.1,24.88,8.77,31.69,52.97,22.22,48.3,6.89,29.91,51.81,70.32,16.83,11.22,23.39,52.73,189.03,39.09,8.88,20.75,38.17,322.15,32.28,8.94,26.44,48.92,603.72,Yes
6.384,5.989,19.08,82.2,30.35,7.67,21.06,31.19,54.37,17.38,6.38,32.77,66.55,220.04,43.62,7.1,33.03,45.32,25.19,15.65,7.85,15.87,35.46,22.47,26.75,7.25,25.68,44.63,322.07,Yes
5.771,4.92,20.55,10.0,42.2,8.22,27.97,56.27,78.62,45.39,9.7,23.57,29.12,353.36,40.2,7.25,21.75,60.48,260.88,40.63,8.65,29.33,39.32,79.22,42.1,8.46,25.65,46.3,772.08,Yes
5.432,6.049,18.27,35.0,33.85,7.65,15.53,56.76,234.62,33.23,10.45,28.5,30.29,132.18,15.04,6.78,28.52,62.93,361.02,35.13,7.1,17.11,60.64,217.03,29.31,8.0,22.42,52.66,944.85,Yes
2.534,3.576,40.55,167.7,97.74,1.6,34.92,75.81,533.69,74.52,3.0,20.82,76.75,568.47,74.09,1.25,44.41,95.97,707.84,84.28,0.96,23.4,94.64,389.53,82.66,1.7,30.89,85.79,2199.53,No
5.28,6.352,15.48,35.2,44.26,8.38,18.98,41.24,144.58,46.62,10.57,25.1,69.42,174.48,12.33,7.57,23.72,27.85,355.34,40.67,7.61,26.82,56.07,352.98,35.97,8.53,23.66,48.64,1027.38,Yes
2.922,2.632,57.16,213.9,83.07,0.67,14.61,92.23,459.31,79.49,0.92,0.14,85.7,628.13,55.67,5.51,6.29,73.6,451.01,58.48,0.54,34.89,84.87,520.69,69.18,1.91,13.98,84.1,2059.14,No
5.192,5.796,17.47,64.1,36.66,6.98,26.3,58.58,187.09,10.48,6.05,22.14,66.31,85.75,35.37,7.33,21.43,62.4,273.32,13.82,8.57,15.58,44.04,248.41,24.08,7.23,21.36,57.83,794.57,Yes
1.771,3.585,51.68,373.5,95.56,2.94,1.4,71.84,494.42,54.34,3.21,-4.28,83.31,441.92,68.41,4.05,12.55,80.24,746.53,85.94,3.08,23.97,88.61,384.22,76.06,3.32,8.41,81.0,2067.09,No
5.414,4.744,20.85,44.0,22.09,6.4,20.05,29.89,203.27,34.07,9.65,22.76,41.06,312.84,29.05,11.93,23.79,52.48,18.89,36.13,11.11,33.85,69.87,105.82,30.34,9.77,25.11,48.32,640.82,Yes
4.125,4.375,20.38,57.6,35.81,6.1,34.21,22.23,53.65,10.56,9.4,33.65,53.3,308.5,10.53,9.25,24.19,44.95,27.08,37.38,9.02,30.3,44.26,56.02,23.57,8.44,30.59,41.18,445.25,Yes
2.137,3.374,32.08,318.1,71.68,3.34,1.78,80.84,625.09,77.93,3.29,20.54,98.32,725.46,68.01,2.11,22.74,72.87,488.63,61.54,1.34,26.93,81.53,439.19,69.79,2.52,18.0,83.39,2278.37,No
2.518,3.163,31.0,147.8,69.51,1.72,27.45,99.09,376.68,95.12,2.6,28.2,95.53,590.05,54.87,0.84,34.46,76.87,588.39,71.4,1.82,34.35,91.94,617.29,72.72,1.74,31.12,90.86,2172.41,No
5.294,5.076,18.17,43.5,40.96,9.61,32.85,42.17,227.66,35.25,9.55,29.05,31.87,192.14,14.17,8.31,24.75,52.61,356.45,34.03,10.46,25.13,51.71,26.6,31.1,9.48,27.94,44.59,802.85,Yes
5.265,5.529,15.18,87.2,47.28,9.39,28.93,66.12,265.21,16.1,9.46,27.13,41.21,276.17,47.37,11.55,24.02,25.66,369.32,43.56,6.75,33.42,63.49,194.56,38.58,9.29,28.38,49.12,1105.26,Yes
2.659,3.296,30.92,152.1,80.73,1.38,18.97,71.53,630.23,77.07,3.88,8.77,78.36,675.51,85.93,3.48,26.41,72.82,696.06,88.5,3.54,40.93,75.06,632.5,83.06,3.07,23.77,74.44,2634.3,No
2.774,2.272,56.76,321.3,89.37,5.55,3.16,82.84,537.45,67.72,0.05,35.8,73.35,748.31,88.65,3.48,2.73,85.46,472.92,62.62,4.98,14.03,83.52,691.11,77.09,3.52,13.93,81.29,2449.79,No
5.394,5.628,16.54,64.7,17.31,10.5,21.78,55.49,17.95,26.31,10.23,19.54,59.76,236.54,33.5,8.12,24.65,49.87,177.17,37.93,8.6,19.05,30.7,2.18,28.76,9.36,21.26,48.96,433.84,Yes
4.556,4.532,19.09,99.2,10.03,7.18,18.77,55.86,132.18,28.29,6.89,23.1,25.16,199.89,13.92,10.74,26.33,56.2,156.94,25.26,6.59,25.48,45.73,175.54,19.38,7.85,23.42,45.74,664.55,Yes
2.933,3.616,57.71,207.6,80.37,4.34,6.32,82.22,445.3,84.95,5.18,38.88,90.1,505.18,83.05,5.19,26.29,82.39,719.93,91.76,5.29,40.16,81.81,697.36,85.03,5.0,27.91,84.13,2367.77,No
3.28,3.539,41.72,172.5,63.54,2.51,13.23,80.46,424.45,95.67,0.18,17.0,99.41,622.4,67.77,0.88,43.19,70.42,630.52,94.01,0.15,31.26,99.97,614.87,80.25,0.93,26.17,87.56,2292.24,No
4.936,6.377,22.32,59.9,16.24,6.94,16.16,63.31,225.42,38.32,6.12,34.4,61.62,79.63,17.27,7.1,21.08,46.24,161.98,21.65,9.67,17.79,34.61,137.39,23.37,7.46,22.36,51.45,604.42,Yes
2.773,2.265,57.61,191.3,71.0,5.76,10.94,89.34,493.77,55.53,3.77,40.8,83.58,609.82,80.44,2.49,25.74,77.78,516.76,72.12,5.18,12.42,89.05,455.03,69.77,4.3,22.48,84.94,2075.38,No
3.537,2.631,38.27,489.4,55.84,2.92,15.42,72.94,475.58,51.42,5.26,25.39,94.45,570.58,79.98,4.21,40.4,72.75,499.11,85.45,5.75,44.04,89.14,447.6,68.17,4.54,31.31,82.32,1992.87,No
3.342,3.322,25.3,188.2,74.6,2.52,40.93,80.79,726.37,72.97,5.79,31.87,94.88,414.33,79.31,0.86,9.88,88.71,647.33,51.96,3.19,23.27,72.36,562.76,69.71,3.09,26.49,84.18,2350.79,No
2.845,3.685,26.77,269.8,59.12,0.13,2.35,99.29,455.57,96.75,1.23,41.56,89.64,417.46,79.1,1.91,14.16,83.21,533.52,83.21,4.61,11.46,97.73,726.92,79.54,1.97,17.38,92.47,2133.47,No
4.836,4.065,15.24,83.2,20.92,9.11,20.97,67.03,97.24,27.19,11.24,31.84,29.31,300.99,28.33,8.9,17.67,24.03,272.98,29.86,8.62,29.59,58.28,59.59,26.58,9.47,25.02,44.66,730.8,Yes
3.026,3.442,44.31,123.8,85.29,2.3,11.01,99.75,596.4,85.54,3.16,33.5,92.56,621.43,99.89,2.76,30.31,93.93,516.01,72.86,5.82,-3.39,80.06,557.33,85.9,3.51,17.86,91.58,2291.17,No
4.114,6.363,16.44,90.3,13.34,10.94,18.04,21.91,269.81,21.21,10.29,26.1,25.44,349.55,28.09,10.41,25.02,50.22,113.54,18.01,9.26,23.8,39.51,252.21,20.16,10.22,23.24,34.27,985.11,Yes
3.642,3.971,29.26,360.4,50.12,0.29,9.25,95.39,619.69,72.29,2.63,18.3,79.33,704.14,78.39,2.9,18.25,98.07,646.37,57.24,2.62,9.42,99.61,530.77,64.51,2.11,13.8,93.1,2500.97,No
3.083,3.878,27.77,333.0,95.77,0.06,26.55,84.25,505.12,81.38,0.32,32.65,70.13,490.1,75.2,2.26,10.37,94.93,725.56,93.69,3.13,39.21,97.63,528.46,86.51,1.44,27.2,86.74,2249.24,No
4.992,6.477,23.82,75.0,31.49,8.77,18.7,35.29,290.24,28.15,11.29,17.96,45.42,242.61,30.67,11.34,34.79,25.79,48.73,15.21,10.09,22.45,56.67,152.05,26.38,10.37,23.48,40.79,733.63,Yes
2.287,3.429,54.41,103.5,50.36,0.88,38.63,84.08,743.59,94.37,5.34,1.42,84.26,747.6,57.45,3.45,12.21,81.64,709.05,79.4,4.55,28.66,85.87,671.89,70.4,3.56,20.23,83.96,2872.13,No
2.932,2.055,39.89,409.6,91.03,1.47,28.1,72.85,383.7,77.43,1.35,-1.05,91.89,561.74,89.81,3.98,31.49,79.22,473.73,80.04,1.2,35.77,85.69,460.12,84.58,2.0,23.58,82.41,1879.29,No
1.785,2.59,52.69,157.0,96.79,5.33,15.75,70.18,671.15,94.04,1.05,40.81,97.42,551.73,89.9,2.67,23.2,79.6,434.8,87.33,0.01,23.98,95.94,457.98,92.02,2.26,25.94,85.78,2115.66,No
3.516,3.287,29.53,187.9,87.37,1.65,44.08,86.22,447.0,92.94,1.92,9.44,79.82,663.07,58.66,2.29,-3.46,94.8,502.77,62.41,3.48,30.25,94.39,505.42,75.34,2.34,20.08,88.81,2118.26,No
4.577,5.859,20.32,80.9,41.23,7.29,29.31,60.0,129.79,16.9,6.02,24.02,37.62,208.09,17.52,11.16,20.16,31.32,180.27,29.95,7.29,20.44,28.49,269.42,26.4,7.94,23.48,39.36,787.57,Yes
2.96,2.768,34.19,362.1,72.23,5.82,43.41,97.16,510.03,68.4,5.12,31.46,91.13,479.85,91.67,3.48,17.34,95.96,522.83,82.7,2.8,24.64,71.22,547.92,78.75,4.31,29.21,88.87,2060.63,No
2.706,2.179,41.57,107.3,52.58,0.1,25.96,86.8,462.43,82.33,5.31,8.87,94.96,623.44,51.69,2.25,20.39,91.95,482.67,99.14,4.11,13.64,72.91,443.01,71.44,2.94,17.22,86.66,2011.55,No
