Slope,Elevation,TurbulenceIntensity,Quarter1-AirTemperature,Quarter1-RelativeHumidity,Quarter1-Precipitation,Quarter1-WindSpeed,Quarter1-WindGustSpeed,Quarter1-AirPressure,Quarter2-AirTemperature,Quarter2-RelativeHumidity,Quarter2-Precipitation,Quarter2-WindSpeed,Quarter2-WindGustSpeed,Quarter2-AirPressure,Quarter3-AirTemperature,Quarter3-RelativeHumidity,Quarter3-Precipitation,Quarter3-WindSpeed,Quarter3-WindGustSpeed,Quarter3-AirPressure,Quarter4-AirTemperature,Quarter4-RelativeHumidity,Quarter4-Precipitation,Quarter4-WindSpeed,Quarter4-WindGustSpeed,Quarter4-AirPressure,Yearly-AirTemperature,Yearly-RelativeHumidity,Yearly-Precipitation,Yearly-WindSpeed,Yearly-WindGustSpeed,Yearly-AirPressure,Label
11.59,167.94,4.37,-32.78,142.12,2594.49,1.04,30.19,1058.97,-31.19,101.8,3138.51,1.82,14.87,941.38,-34.13,100.2,2980.91,1.04,26.65,1054.55,-36.93,119.05,3520.04,1.61,38.07,941.16,41.14,116.22,2189.2,1.74,19.72,945.62,No
8.92,12.99,13.2,47.19,155.04,3463.59,2.4,22.5,1058.75,45.39,96.64,2429.46,0.86,25.84,1054.44,41.7,104.24,2690.52,1.06,19.44,1059.72,43.72,178.5,3208.12,1.21,5.44,941.51,-35.39,142.3,2954.71,2.62,31.36,947.37,No
10.57,1098.86,14.63,48.75,135.74,3852.25,0.34,31.64,1053.76,43.39,92.57,2394.18,0.08,27.19,1054.71,41.64,138.48,3799.13,0.02,46.54,1052,-33.99,174.05,3657.53,0.77,8.44,1056.17,45.02,104.25,2779.37,1.82,9.23,947.4,No
23.87,1682.48,21.45,24.14,76.3,791.05,6.1,80.18,1020.04,-1.58,73.73,82.61,7.49,82.45,965.62,-28.73,45.35,802.3,5.66,85.21,1033.43,-11.01,13.39,682.34,6.42,79.72,991.89,26.72,26.94,980.68,7.93,70.71,1042.38,Yes
19.21,2270,26.06,-12.69,1.95,1367.96,4.64,84.01,1031.47,-8.2,78.36,1108.26,7.7,91.31,1014.64,-5.69,81.35,91.08,5.33,98.2,1032.49,14.41,5.65,469.18,6.46,97.16,977.72,24.12,9.85,317.42,4.98,62.67,994.08,Yes
19.67,2536.18,26.34,-11.51,78.44,1622.46,4.83,96.99,1022.08,32.13,44.23,1612.43,6.85,89.37,970.26,5.16,15.83,1118.67,5.17,70.36,1028.61,31.21,68.77,1402.26,6.25,77.36,999.89,-29.78,66.4,1101.08,6.4,53.43,1048,Yes
2.12,683.97,5.51,-34.05,173.17,3568.6,2.56,28.87,1058.8,43.36,157.74,3325.9,0.04,39.86,948.87,41.43,137.55,2717.78,1.46,44.36,948.99,47.51,167.02,3263.82,2.1,13.62,1053.45,-37.59,96.67,3523.84,3.16,10.34,1051.24,No
17.32,2143.52,31.34,-16.25,0.89,1262.62,5.04,92.4,1040.81,24.98,24.43,914.89,4.37,84.64,958.98,21.89,37.7,1081.96,5.38,53.16,970.37,-20.84,35.71,1804.03,6.67,68.57,965.06,-0.95,48.29,979.14,7.95,55.51,972.32,Yes
10.36,682.32,3.89,-33.27,131.99,3364.72,1.55,47.38,1055.66,-31.81,133.44,3461.2,2.54,47.88,944.42,47.84,102.85,2906.9,2.52,40.97,946.38,46.83,127.5,2158.6,2.12,19.14,947.96,-38.74,124.55,2489.61,0.01,40.23,1058.43,No
28.28,1520.86,34.74,23.97,82.54,1711.69,5.54,61.27,960.41,-21.3,4.91,206.84,7.62,75.6,1023.5,24.43,67.56,319.67,6.95,51.98,951.33,2,63.02,909.75,5.32,80.72,986.54,-26.39,38.71,54.79,7.32,80.59,1032.11,Yes
5.17,1381.21,6.17,42.86,167.05,2786.4,2.08,48.43,1052.49,49.48,110.69,3338.62,1,37.39,946.5,-34.57,179.85,3256.25,0.78,11.47,946.76,-32.03,178.08,2567.72,0.96,21.65,1052.24,47.5,158.66,2238.34,1.42,10.03,1055.47,No
11.59,1130.07,2.93,44.74,171.18,3969.23,2.72,38.91,945.64,-37.36,151.03,2010.91,1.5,36.47,947.39,46.58,148.94,3766.61,2.43,38.24,941.84,-34.94,141.48,3014.03,2.13,18.7,940.05,-34.12,117.08,3444.67,3.35,3.12,940.68,No
6.74,418.94,15.87,49.18,114.09,2785.54,3.32,31.24,1059.05,49.83,139,3471.45,2.47,47.5,943.59,-36.41,126.27,2073.28,0.97,32.22,940.95,48.99,171.49,3199.51,2.52,46.71,943.42,42.21,162.45,2256.77,0.09,30.48,948.42,No
28.61,2650.33,32.88,24.57,82.82,1204.45,6.46,51.83,1011.51,-12.12,11.96,165.07,6.43,68.01,951.26,32.45,29.08,1176.32,7.34,74.03,1002.38,-25.83,77.04,1932.99,5.87,61.41,1034.31,1.73,58.06,1698.16,5.94,86.7,981.25,Yes
10.33,997.25,2.65,45.56,112.85,3619.44,2.09,2.2,943.98,45.36,148.72,2352.04,0.8,44.53,945.64,-39.92,145.18,3577.28,0.93,40.24,1056.63,49.19,165.67,2439.23,3.13,8.14,1053.25,46.25,172.2,2762.74,3.49,3.86,1055.21,No
16.15,2937.68,37.09,-7.19,11.11,690.72,4.71,99.24,959.82,2.93,33.66,329.38,6.54,87.23,1042.51,20.03,8.88,1922.02,6.12,88.87,1030.4,27.12,48.8,585.28,6.15,59.68,1045.1,-5.81,87.04,1653.89,6.39,99.13,964.54,Yes
28,1562.04,39.46,-16.19,6.68,1778.63,5.13,70.45,1024.12,30.75,3.55,740.77,4.05,89.16,1042.39,-11.2,25.7,1457.46,7.03,75.23,997.42,32.18,22.86,1166.06,4.37,65.16,1038.14,-7.47,55.61,272.07,4.2,86.54,1002.05,Yes
24.54,1765.04,34.99,16.12,17.26,486.18,7.93,66.01,966.81,19.07,44.78,699.95,6.87,98.75,1011.11,9.97,66.71,138.3,6.62,79.26,970.03,24.24,4.73,402.82,5.56,73.81,968.55,16.34,27.58,9.13,5.21,88.19,1011.67,Yes
7.65,884.35,3.03,-35.52,98.35,2879.32,0.62,34.4,1058.88,-36.37,100.76,2293.13,0.67,16.63,948.11,46.8,151.83,2945.71,3.42,28.62,948.8,41.8,162,2309.66,0.18,31.56,1058.09,-36.97,113.56,2810.17,2.4,16.92,1053.63,No
22.68,2077.35,32.57,2.87,85.53,1688.72,5.54,72.07,1007.43,25.12,43.6,62.34,6.88,66.49,1020.48,23.58,10.52,1175.75,5.38,55.03,1049.66,-17.92,38.66,259.66,5.9,53.68,966.55,0.27,59.14,1054.26,4.21,77.43,1029.36,Yes
6.29,1280.72,15.65,-32.27,131.2,3428.91,0.15,6.08,1051.37,43.29,97.93,3183.93,3.31,11.03,944.13,44,152.15,2587.92,2.94,6.29,1052.23,41.94,107.06,2390.4,1.05,13.3,941.22,48.39,175.97,3432.07,2.58,40.04,1052.25,No
11.78,995.53,12.27,-34.36,127.03,3479.98,2.33,35.23,1051.52,47.57,125.74,2420.77,2.56,16.95,1059.26,43.62,109.51,2954.96,0.81,45.72,1054.69,46.3,145.81,2081.26,3.3,30.99,1052.63,-34.09,130.16,3079.18,2.78,31.36,943.88,No
27.12,1524.54,36.7,37.69,64.31,1819.63,7.68,79.26,1034.58,9.34,46.77,340.2,7.79,86.48,974.78,-19.29,67.59,215.9,6.13,63.34,1000.74,-12.25,66.25,1848.55,6.21,56.88,1026,-27.44,13.52,6.48,7.55,74.51,1045.01,Yes
7.65,185.49,9.74,-38.91,129.79,3259.67,1.01,26.85,945.91,43.46,136.98,2913.74,0.95,11.73,1059.7,49.06,141.83,2479.51,0.57,1.45,1059.29,49.09,95.55,3207.33,3.24,27.53,940.61,42.02,162.52,2871.87,3.06,18.86,1053.69,No
26.69,1878.23,31.54,34.92,38.75,639.42,6.1,55.03,1005.36,18.57,8.88,262.78,4.2,76.83,990.62,36.96,18.6,1994.17,5.25,99.13,988.67,3.49,44.89,1490.82,7.5,81.22,971.53,15.9,69.18,1101.16,5.32,68.09,1020.28,Yes
21.4,2090.92,28.6,14.48,46.57,641.48,4.71,86.38,964.91,-23.63,24.89,1046.69,4.86,64.07,958.34,3.22,34.57,887.61,6.87,84.2,984.05,34.88,87.15,1917.03,5.77,67.35,1006.46,2.96,70.94,1637.31,6.34,53.28,1014.06,Yes
29.23,2781.87,29.24,30.4,53.02,750.89,7.28,86.49,993.62,35.73,70.88,479.45,5.39,73.97,1020.52,38.32,82.34,1997.38,7.65,98.99,1006.42,-5.11,38.74,1349.06,4.11,93.23,965.46,-21.82,59.28,1803.97,7.27,97.37,1024.05,Yes
23.33,2122.79,38.84,-0.84,82.9,1808.44,4.49,96.55,1019.1,-28.35,4.15,1494.59,4.24,93.84,957.53,2.38,56.32,1064.01,5.87,67.51,1033.48,36.06,4.87,1827.42,5.59,93.76,988.1,-8.8,23.58,398.46,7.81,86.68,1020.75,Yes
26.85,2757.98,29.09,3.37,26.5,1655.32,6.32,79.99,1005.47,27.84,57.03,1622.77,4.83,97.21,1047.4,20.18,57.26,1515.72,5.66,69.08,954.06,18.04,87.01,769.69,4.81,52.23,956.98,24.72,19.76,493.06,7.19,77.65,953.28,Yes
23.35,2802.54,30.6,2.15,20.12,750.19,4.84,87.2,1002.59,23.88,58.82,1862.34,4.92,76.06,1022.32,33.71,27.36,1432.06,7.66,82.23,997.81,-10.67,11.24,1359.96,5.49,61.33,996.6,-16.89,36.14,1723.33,5.67,69.23,1022.92,Yes
16.43,2662.12,25.63,17.53,58.79,1678.2,7.13,81.24,979.97,-20.26,9.27,129.87,7.78,58.7,1017.32,-1.16,78.9,1475.67,7.12,97.9,1026.91,-7.66,57.85,700.58,7.76,90.13,1008.53,14.31,82.18,216.12,5.49,56,956.47,Yes
9.54,999.95,4.7,-37.56,130.38,2232.38,1.06,36.78,943.24,42.18,138,2223.94,2.22,37.5,948.23,-39.55,129.92,3145.04,1.68,48.93,943.01,45.47,159.31,2822.15,3.21,10.28,1055.31,-34.92,174.51,3659.74,2.49,19.73,948.23,No
12.02,966.46,18,43.07,115.74,2488.26,2.34,22,947.52,43.47,102.94,2279.05,0.69,26.22,1051.62,46.46,178.77,3462.42,1.91,2.71,1055.6,44.84,172.13,2470.67,1.34,23.08,1059.02,-34.62,133.45,3190.6,1.52,18.44,1051.83,No
23.35,2706.03,37.45,-1.79,42.89,1132.66,5.63,98.4,984.65,27.47,54.24,714.15,7.08,93.31,966.98,-4.48,8.39,597.51,4.1,86.8,981.68,-12.76,51.99,1885.3,5.57,55.32,979.54,32.24,22.29,1578.52,5.61,52.79,1049.85,Yes
25.13,1842.24,20.64,-4.01,22.48,820.64,4.79,79.92,961.38,29.28,60.13,23.21,5.81,96.86,1026.12,27.19,89.25,1777.18,4.47,69.68,1007.87,-29.45,46.66,1127.9,7.86,65.53,1025.4,-11.46,30.83,1979.75,5.6,91.38,997.04,Yes
18.95,2807.53,33.6,-5.65,15,44.63,7.11,88.73,973.39,27.14,42.6,1395.88,7.94,99.48,1001.05,28.35,42.91,523.5,5.94,78.78,966.48,33.41,40.86,591.2,4.54,92.57,1023.24,17.97,17.01,1536.56,6.37,60.61,1024.66,Yes
29.82,1748.83,26.42,-14.79,67.72,1816.12,5.76,69.69,1006.97,17.52,3.61,1677.83,5.46,69.29,965.07,-10,54.77,1212.84,6.82,61.95,1020.13,31.96,24.05,1087.03,6.57,54.88,968.49,-23.78,24.01,735.21,5.09,96.4,982.45,Yes
20.73,2344.23,33.35,-25.28,40.33,698.15,6.43,87.07,984.27,-24.68,12.62,1628.25,7.89,98.19,988.47,-25.12,87.34,439.92,4.86,72.46,955.8,37.34,78.26,794.32,7.49,88.01,952.74,11.83,32.54,1952.85,7.24,80.44,1011.29,Yes
26.4,2719.5,31.47,25.54,89.03,855.51,7.6,54.04,1021.2,0.11,86.73,1475.44,4.01,63.98,995.66,-4.52,6.75,394.87,5.74,66.23,965.89,4.55,23.53,1805.59,7.86,86.71,1011.53,-9.63,15.91,263.14,7.76,51.03,1038.58,Yes
7.27,567.7,10.07,-37.23,113.69,3682.23,1.33,13.81,942.38,-38.79,130.71,2307.16,1.94,0.25,1059.31,-39.45,129.45,3340.3,1.14,15.95,947.79,48.38,147.75,3613.15,0.79,5.79,942.49,46.83,156.72,2030.67,3.37,15.66,1057.01,No
1.86,1487,3.23,-34.53,98.98,2794.88,0.95,12.28,944.46,-32.49,170.35,2918.99,0.98,1.82,943.13,-33.18,124.44,2352.21,0.23,3.24,1051.26,48.18,100.33,2972.86,1.84,19.56,940.62,-33.33,168.26,3928.41,2.46,20.68,1051.2,No
17.25,2623.98,30.14,29.46,25.99,145.18,7.47,76.91,955.83,-11.64,19.55,1464.85,4.97,50.63,959.47,32.04,42.84,1079.63,7.38,67.2,1023.24,-25.83,76.75,1376.2,4.29,72.54,977.75,-1.18,1.81,1009.52,5.9,94.71,973.27,Yes
9.44,554.37,10.5,44.07,112.51,2265.25,0.9,30.23,1054.47,-39.53,122.68,3795.44,1.09,26.31,944.62,-38.82,134.33,3778.92,1.85,27.37,1052.67,47.04,138.16,3516.39,0.59,0.44,945.04,-32.43,143.12,3251.1,1.54,9.87,946.66,No
29.25,1755.3,31.26,-8.77,44.4,1485.54,5.71,76.38,973.44,18.7,74.44,1926.81,5.63,79.91,1018.84,26.66,14.27,58.31,4.71,72.13,960.06,0.29,7.47,910.02,5.37,77.11,1042.31,14.64,28.37,367.59,5.35,95.81,995,Yes
16.25,1581.4,35.5,-25.24,80.97,1902.17,4.2,89.02,1045.38,32.61,51.03,379.07,7.61,57.59,951,-0.87,51.08,989.13,7.32,86.16,982.47,23.34,37.96,1425.23,6.73,60.39,984.48,31.21,7.37,1350.26,6.41,77.41,991.84,Yes
25.79,1686.67,20.96,21.72,52.92,436.81,5.91,98.02,958.64,0.39,88.52,1712.35,6.69,97.88,989.2,18.72,15.16,706.25,6.48,94.59,1045.38,9.06,78.91,1506.96,7.94,67.51,1038.71,-10.14,88.3,800.05,7.96,99.84,1023.21,Yes
25.84,1967.31,21.26,3.5,78.81,1817.45,6.06,63.79,993.36,-12.75,87.25,1825.97,4.82,66.25,1030.25,-16.7,68.85,761.07,7.56,75.38,1001.23,15.52,79.84,1004.09,6.37,67.97,1021.21,2.23,21.73,202.62,5.99,54.21,1046.38,Yes
6.71,1496.1,4.39,-37.32,107.17,3760.51,3.24,22.56,947.97,-33.91,146.14,2601.76,1.84,29.31,941.8,-38.82,116.06,2985.94,1.29,37.14,1059.83,47.97,171.05,3689.15,0.23,35.02,946.27,43.37,138.45,3587.81,0.01,38.18,945.62,No
15.18,2678.53,36.15,23.02,78.31,593.01,5.82,76.4,959.53,-1.58,77.5,692.3,6.05,83.97,957.33,4.24,79.81,953.09,5.68,65.17,996.82,-22.81,77.08,1710.67,5.92,76.32,1039.33,-3.52,5.59,1870.27,6.85,77.44,989.75,Yes
4.51,723.2,4.4,47.64,115.21,2989.19,1.03,28.9,1051.46,-32.17,102.91,3859.99,3.1,21.04,941.38,-37.26,125.07,2033.68,1.12,11.86,946.39,43.07,103.92,2763.98,0.33,0.05,946.8,42.18,101.53,3647.05,0.57,0.24,947.73,No
18.06,2283.32,27.08,7.42,72.09,1488.09,5.33,81.05,986.5,5.07,74.98,627.56,6.09,68.77,1017.62,-8.44,67.71,722.04,6.7,67.07,1003.61,-5.88,69.95,1233.38,6.6,54.55,1011.04,32.48,55.39,86.21,7.73,68.83,974.77,Yes
13.03,794.43,13.22,-35.7,106.34,2529.31,1.9,10.81,941.99,42.69,151.43,2890.86,1.16,1.98,945.6,47.11,110.42,2480.75,2.35,18.2,945.55,43.32,172.51,3545.55,2.24,34.33,1053.88,-35.38,162.63,2813.19,1.72,32.98,941.94,No
23.44,2489.15,30.34,-29.32,51.68,1717.8,6.43,57.01,1012.28,39.49,61.81,621.52,6.38,58.74,975.29,-11.38,65.59,1445.9,5.32,84.33,993.92,-4.85,83.83,1965.65,7.69,51.31,993.41,-6.64,83.86,1956.15,4.75,96.08,1024.09,Yes
2.66,427.37,19.3,-36.56,134.12,2358.86,1.48,11.9,1052.07,44.09,148.31,2809.85,2.8,5.97,940.32,-34.54,159.16,2649.86,0.1,29.92,1056.32,-31.28,127.39,2606.19,0.55,7.63,1053.38,-37.11,100.18,2353.96,1.86,44.91,1051.48,No
23.89,2010.94,30.24,-23.92,82.77,494.6,7.95,54.56,973.55,-14.03,51.89,1931.41,5.44,87,1005.04,36.24,25.04,1142.48,6.27,62.75,1000.09,4.02,67.53,1006.65,7.07,77.99,987.93,-21.85,59.22,1245,5.05,78.54,1029.59,Yes
20.05,1503.79,26.53,29.19,67.86,429.83,7.98,52.95,1006.41,15.4,87.21,811.59,6.79,77.07,1013.48,-28.76,60.81,1501.44,7.11,96.28,1026.13,-5.3,53.38,1254.7,6.18,88.14,998.45,10.6,23.52,381.64,7.84,85.69,954.03,Yes
15.19,1763.56,36.49,-29.45,32.77,1944.75,7.54,58.04,976.35,19.19,36.75,657.17,6.67,72.92,985.73,25.01,0.23,680.72,7.66,58.93,973.73,27.91,3.22,976.2,7.81,79.97,983.19,12.2,31.52,186.74,7.24,73.96,951.99,Yes
6.34,450.66,15.5,47.47,124.37,2522.78,3.27,3.86,1053.17,-32.11,122.26,2020.78,0.3,18.94,943.8,47.94,97.48,2663.7,1.64,46.72,1052.72,45.22,157.5,2471.84,3.42,44.23,942.14,-31.4,149.87,3462.52,1.29,17.11,1052.28,No
9.51,1371.95,3.17,-36.15,112.45,3665.02,1.4,2.44,1055.02,45.19,94.26,3983.01,0.64,16.74,944.46,-35.88,145.95,2945.29,0.74,2.66,1059.17,43.24,164.76,2899.93,0.87,34.1,1051.03,-33.32,161.77,2849.98,1.79,33.85,943.15,No
23.34,2912.67,37.84,-10.06,60.32,809.58,4.31,71.9,1012.42,15.27,78.8,540.15,7.39,60.05,1014.81,28.31,88.63,60.34,6.52,99.9,955.85,17.84,21.52,1513.5,4.35,97.29,1021.54,33.88,59.3,1744.01,5.56,65.81,1003.61,Yes
11.62,806.2,17.44,43.78,109.48,2355.78,1.83,1.53,942.25,-35.19,121.99,2877.32,1.96,22.2,1059.73,45.84,116.8,2750.09,3.41,14.99,1052.67,-34.75,155.69,2799.08,0.29,18.84,941.02,45.01,163.63,2125.64,2.83,13.4,948.73,No
12.86,968.31,13.1,48.09,162.09,2711.6,1.58,17.56,1053.52,44.09,132.97,3092.4,1.09,5.92,1051.34,-35.61,148.31,2901.29,2.02,14.73,944.66,46.59,150.27,3260.4,0.18,39.06,943.41,-36.78,121.58,3119.81,0.12,40.27,940.62,No
4.43,1348.53,5.95,42.86,92.57,2676.8,1.61,27.21,1056.51,-36.86,170.48,2864.56,3.46,28.58,945.69,-31.26,173.59,3907.64,3.26,42.24,947.66,45.6,141.62,2096.24,3.01,7.71,944.74,-33.11,165.94,3911.61,1.75,44.7,948.58,No
27.36,2083.35,31.25,6.87,65.16,1933.85,6.82,98.83,967.8,-27.56,71.13,1726.78,4.95,95.77,967.26,-28.26,13.16,300.94,4.5,86.99,981.26,31.35,20.71,330.37,5.98,66.09,988.4,-18.66,3.91,653.11,5.89,51.16,1046.27,Yes
28.5,2150.31,21.21,19.4,33.9,1841.5,5.11,51.42,993.14,15.5,87.36,1862.71,5.33,92.48,962.11,26.74,43.34,485.05,7.21,90.3,974.09,39.97,54.34,353.89,7.68,74.78,1039.3,5.8,31.17,1713.98,6.88,87.1,967.59,Yes
15.8,2522.61,32.89,-0.99,69.37,1035.49,4.05,70.78,1009.87,19.33,57.68,693.25,5.21,71.67,1035.42,-6.1,13.07,1237.39,7.2,70.86,990.69,-21.14,23.37,1555.47,6.25,91,1005.88,-27.27,26.16,602.69,4.16,69.75,1014.74,Yes
20.21,1714.83,27.12,-28.49,37.73,163.74,7.17,94.72,1048.9,-27.07,60.62,422.51,6.68,63.12,1008.47,-28.57,78.6,1269.94,4.73,72.17,1015.88,-5.85,66.25,1617.35,7.48,54.75,981.93,-9.29,62.24,49.55,4.94,55.57,978.33,Yes
4.32,1342.23,7.64,48.3,142.61,2853.95,0.5,0.39,944.78,43.28,120.65,3207.88,3.28,9.79,1055.55,-34.51,174.73,2342.49,2.57,28.97,941.4,-39.75,137.93,2340.32,3.37,13.57,1051.29,43.51,175.29,2050.24,2.05,31.68,1059.22,No
18.72,1878.24,38.52,-4.65,80.61,798.89,6.82,71.09,1017.37,-15.43,12.1,1820.7,6.7,90.23,989.99,19.59,32.08,1237.85,7.22,98.73,989.16,36.55,23.29,1994.45,6.3,93.49,986.36,17.58,89.33,1788.99,6.55,80.53,974.63,Yes
10.93,1344.2,2.39,-36.54,165.99,3012.43,3.06,47.34,940.07,46.85,147.97,2871.86,1.06,9.88,945.71,48.7,163.68,2743.24,1.41,31.79,941.8,-36.69,160.74,2811.01,3.2,38.13,942.91,-38.58,137.49,2443.45,2.79,43.95,945.45,No
26.87,2744.46,38.7,-3.26,82.55,227.77,4.65,93.82,1042.49,-26.16,14.29,1079.8,6.83,81.02,965.71,-5.86,66.86,500.17,4.36,79.55,1046.51,30.66,68.85,681.43,4.29,90.87,1048.62,-4.53,86.74,393.95,4.08,90.16,1015.8,Yes
0.85,1257,12.14,46.59,120.79,2976.03,3.06,28.65,946.25,-31.37,144.21,3025.79,1.65,45.72,940.58,-34.19,133.65,3053.16,0.17,38.27,1053,-39.3,174.19,3919.22,0.5,31.84,943.15,-37.06,144.75,3241.74,0.77,19.81,1051.05,No
19.61,2692.63,31.96,30.26,81.39,752.63,4.41,80.69,1049.19,-5.5,52.19,1633.96,7.67,87.58,1005.4,25.68,10.6,1549.42,4.72,73.8,1049.65,37.86,21.83,996.17,6.63,97.02,973.27,4.46,73.25,1785.52,5.76,56.7,1005.27,Yes
22.6,1560.66,20.9,31.32,30.18,908.18,4.35,81.73,962.67,-5.59,62.53,344.03,5.88,74.41,1020.41,37.66,59.52,1596.48,5.99,64.78,1046.91,34.84,2.63,1476.89,6.93,62.53,985.31,8.51,62.23,893.26,5.26,78.62,981.37,Yes
0.61,842.62,5.76,49.78,118.07,2099.21,0.75,18.09,1053.08,48.87,167.55,3603.17,1.54,20.84,1052.51,-38.56,105.98,3453.5,0.76,29.85,1058.24,-31.49,166.6,3075.54,3.46,41.87,1051.82,47.22,122.63,3770.3,2.29,32.95,1057.94,No
2.27,848.97,8.67,-34.7,171.58,2762.15,0.76,29.31,1057.3,42.57,167.93,3513.18,0.22,26.12,941.61,47.53,135.52,3093.36,1.85,41.41,943.25,-36.62,169.31,2922.15,2.82,34.79,1053.47,48.06,172.1,3494.77,3.46,44.23,948.83,No
18.41,1681.41,22.37,-7.08,33.53,1658.27,5.55,97.51,991.19,-4.31,87.52,866.27,4.15,94.35,956.02,-2.53,67.82,330.72,4.76,59.04,1046.33,28.75,32,1043.5,7.21,83.99,1022.38,5.3,62.98,854.87,6.29,81.37,1030.56,Yes
23.3,1656.65,28.19,7.75,19.01,1144.21,5,91.97,1049.54,22.81,45.7,1775.25,6.54,52.56,1013,-23.94,84.87,882.03,5.09,62.75,1005.67,-27.2,64.36,1836.84,6.56,58.21,988.18,-26.1,75.36,1147.24,4.6,52.57,963.23,Yes
8.48,896.87,13.45,-31.6,118.83,2423.12,2.56,39.83,948.37,41.83,176.15,2459.16,2.3,11.38,1055.37,-38.3,114.96,3802.89,0.76,38.65,946.96,45.77,104.71,3352.34,0.24,3.51,1059.8,-38.21,93.35,2750.89,1.66,10.78,946.51,No
10.93,1324.69,17.05,42.09,93.91,2172.16,2.18,6.03,948.85,-34.36,165.58,2019.48,1.13,35.55,1058.81,43.53,123.63,3546.13,0.91,21.89,1053.49,47.78,115.93,2501.79,2.84,5.24,1051.59,-31.27,103.89,2246.63,1.62,30.12,1056.27,No
22.53,1974.71,33.09,-9.07,15.16,1619.54,5.97,62.64,1036.41,2.12,0.81,505.19,6.28,54.15,1023.09,-20.31,56.04,104.61,7.4,60.19,1046.24,20.53,12.43,675.13,7.58,79.35,1040.21,-21.32,38.92,1661.12,7.02,80.63,1038.17,Yes
27.86,2630.29,28.39,22.13,61.12,398.78,5.58,72.64,961.19,0.9,61.87,1886.21,4.36,91.56,1048.13,19.87,53.62,246.42,4.31,99.68,1024.49,-17.73,58.66,673.41,7.23,78.48,982.1,16.84,72.97,1643.43,4.12,71.82,1029.44,Yes
0.17,565.81,17.27,50,124.1,2731.28,0.02,3.43,1053.97,-32.52,121.4,2641.9,0.34,18.66,1054.51,-34.29,94.04,2434.61,0.51,45.22,1059.61,-35.24,126.86,2888.87,0.6,9.98,1058.53,-32.62,142.1,2010.51,1.92,19.65,942.29,No
6.57,789.4,18.71,45.98,158.96,3292.6,1.61,5.41,1059.54,-33.07,109.46,2800.44,2.5,48.93,1053.44,42.53,127.97,3624.65,2.51,1.26,1059.4,44.65,132.1,3362.52,2.99,18.77,943.11,46.26,135.41,3361.35,1.38,26.28,1059.04,No
18.86,1792.59,29.09,-5.72,32.43,1727.5,5.28,90.46,964.51,13.03,59.86,1930.05,4.27,51.88,969.27,-8.48,63.28,1552.4,7.37,50.16,1015.44,12.92,17.49,810.99,6.88,72.02,1013.36,-20.07,8.02,605.33,6.37,68.24,1046.63,Yes
11.9,1079.31,8.33,-38.62,99.63,2688.3,2.84,31.77,1059.83,45.21,127.95,2390.88,1.19,14.58,1056.41,-35.13,146.54,3974.76,2.93,3.94,948.97,-35.02,166.63,2184.63,2.06,12.51,941.24,44.57,163.98,2358.91,0.19,26.84,946.29,No
1.83,934.25,5.75,48.47,144.61,3280.99,1.87,24.19,1052.69,-39.45,165.65,3904.93,1.54,6.37,1056.9,49.6,114.24,2644.85,2.21,20.82,1053.77,-36.83,163.43,3469.85,1.5,34.63,1052.91,49.24,124.77,3766.8,1.99,32.17,945.1,No
9.19,105.19,13.88,-33.47,122.21,3909,3.03,35.12,947.01,46.53,176.91,2652.4,1.34,8.61,1058.16,-38.16,166.01,2763.31,0.22,48.16,940.86,43.29,178.43,3099.09,1.06,20.2,942.39,-35.61,155.55,2841.5,2.02,25.19,1051.66,No
7.41,1313.59,0.35,46.65,157.3,3910.72,2.91,2.53,1053.35,43.4,170.24,3920.32,1.04,42.46,940.23,-34.73,128.58,3480.43,1.94,43,944.88,46.22,136.68,3293.7,0.59,29.38,945.53,-35.03,179.23,3423.94,1.59,46.38,942.59,No
22.13,2375.84,36.34,37.76,78.85,308.82,6.3,58.24,1045.78,-7.24,47.44,816.84,6.73,67.88,988.13,17.57,35.08,1988.66,6.81,96,982.41,-13.07,34.07,1190.08,7.55,85.26,1014.19,5.71,31.31,390.28,7.84,84.18,1049.45,Yes
12.86,1086.48,17.37,46.66,152.38,3993.42,1.3,30.66,947.14,-36.86,120.54,3353.96,1.17,5.03,1055.51,41.26,155.62,3221.13,2.45,36.54,940.67,-37.77,179.05,2945.43,1.03,27.31,1053.22,41.38,151.9,2546.3,1.19,3.04,1059.34,No
19.78,2458.8,26.24,31.18,49.71,1644.93,4.05,68.91,1043.46,11.84,41.84,1580.76,7.27,91.6,1025.82,9.42,74.96,705.26,6.27,92.14,1003.37,24.65,62.18,1473.45,6.97,84.89,991.39,13.95,42.03,734.45,7.17,96.58,1003.91,Yes
6,1286.18,0.28,-33.67,146.39,2797.25,0.41,30.45,945.51,47.21,95.05,2549.56,2.11,9.77,944.22,-35.17,109.32,3972.86,2,21,1052.46,43.5,130.45,3360.73,0.01,48.89,1057.14,-36.01,103.96,2682.25,2.97,23.99,946.81,No
0.21,1130.47,19.07,41.1,158.3,3748.98,2,15.07,941.98,-31.32,115.95,3815.08,0.89,34.83,948.58,-34.48,98.36,2846.13,0.74,43.49,947.68,46.74,120.04,2924.77,1.69,12.05,945.01,-39.11,153.25,2724.03,1.71,46.58,941.6,No
